geocodigo,edad,poblacion
06309052001,0 a 5,0
06309052002,0 a 5,0
06309052016,0 a 5,0
06310011001,0 a 5,96
06310011002,0 a 5,205
06310012005,0 a 5,94
06310012011,0 a 5,0
06310012015,0 a 5,0
06310012020,0 a 5,64
06310021001,0 a 5,99
06310021002,0 a 5,131
06310021003,0 a 5,182
06310021004,0 a 5,298
06310022004,0 a 5,0
06310022007,0 a 5,0
06310022009,0 a 5,38
06310022011,0 a 5,22
06310022021,0 a 5,56
06310022901,0 a 5,0
06310032010,0 a 5,26
06310032012,0 a 5,40
06310032013,0 a 5,27
06310042003,0 a 5,0
06310042010,0 a 5,46
06310042014,0 a 5,0
06310042016,0 a 5,16
06310042017,0 a 5,21
06310052014,0 a 5,0
06310052022,0 a 5,25
06310052024,0 a 5,55
06310062008,0 a 5,85
06310062015,0 a 5,6
06310062019,0 a 5,0
06310071001,0 a 5,310
06310072002,0 a 5,43
06310072015,0 a 5,0
06310072019,0 a 5,19
06310081001,0 a 5,142
06310082001,0 a 5,17
06310082006,0 a 5,33
06310082018,0 a 5,0
06310092001,0 a 5,128
06310102007,0 a 5,40
06310991999,0 a 5,4
07101011001,0 a 5,40
07101011002,0 a 5,57
07101021001,0 a 5,19
07101021002,0 a 5,40
07101021003,0 a 5,10
07101031001,0 a 5,65
07101031002,0 a 5,38
07101031003,0 a 5,24
07101041001,0 a 5,78
07101041002,0 a 5,57
07101041003,0 a 5,36
07101041004,0 a 5,60
07101041005,0 a 5,33
07101051001,0 a 5,61
07101051002,0 a 5,32
07101061001,0 a 5,97
07101061002,0 a 5,47
07101061003,0 a 5,135
07101061004,0 a 5,112
07101061005,0 a 5,136
07101061006,0 a 5,103
07101071001,0 a 5,51
07101071002,0 a 5,147
07101071003,0 a 5,23
07101071004,0 a 5,54
07101071005,0 a 5,66
07101071006,0 a 5,156
07101071007,0 a 5,218
07101071008,0 a 5,101
07101071009,0 a 5,103
07101071010,0 a 5,106
07101081001,0 a 5,30
07101081002,0 a 5,57
07101081003,0 a 5,42
07101081004,0 a 5,56
07101081005,0 a 5,151
07101081006,0 a 5,66
07101091001,0 a 5,0
07101092003,0 a 5,0
07101092024,0 a 5,5
07101092901,0 a 5,0
07101101001,0 a 5,83
07101102004,0 a 5,0
07101102005,0 a 5,20
07101102013,0 a 5,0
07101102017,0 a 5,67
07101102018,0 a 5,5
07101111001,0 a 5,349
07101111002,0 a 5,222
07101111003,0 a 5,173
07101111004,0 a 5,0
07101111005,0 a 5,274
07101111006,0 a 5,849
07101111007,0 a 5,86
07101111008,0 a 5,562
07101111009,0 a 5,201
07101111010,0 a 5,234
07101112010,0 a 5,0
07101112015,0 a 5,5
07101112020,0 a 5,30
07101112022,0 a 5,20
07101121001,0 a 5,248
07101121002,0 a 5,133
07101121003,0 a 5,184
07101121004,0 a 5,384
07101121005,0 a 5,22
07101121006,0 a 5,506
07101121007,0 a 5,161
07101121008,0 a 5,118
07101121009,0 a 5,189
07101121010,0 a 5,174
07101122001,0 a 5,65
07101122010,0 a 5,19
07101122012,0 a 5,0
07101122014,0 a 5,0
07101122021,0 a 5,0
07101122022,0 a 5,23
07101122901,0 a 5,0
07101131001,0 a 5,42
07101131002,0 a 5,187
07101131003,0 a 5,165
07101131004,0 a 5,149
07101131005,0 a 5,140
07101131006,0 a 5,128
07101131007,0 a 5,139
07101131008,0 a 5,273
07101141001,0 a 5,258
07101141002,0 a 5,95
07101141003,0 a 5,91
07101141004,0 a 5,493
07101141005,0 a 5,370
07101141006,0 a 5,229
07101141007,0 a 5,368
07101141008,0 a 5,205
07101141009,0 a 5,178
07101141010,0 a 5,171
07101151001,0 a 5,26
07101152008,0 a 5,99
07101152010,0 a 5,0
07101152016,0 a 5,14
07101152023,0 a 5,0
07101161001,0 a 5,108
07101162002,0 a 5,23
07101162007,0 a 5,42
07101162010,0 a 5,0
07101162019,0 a 5,102
07101991999,0 a 5,57
07102011001,0 a 5,82
07102011002,0 a 5,91
07102021001,0 a 5,364
07102021002,0 a 5,282
07102021003,0 a 5,531
07102021004,0 a 5,497
07102021005,0 a 5,137
07102022033,0 a 5,0
07102022038,0 a 5,0
07102022044,0 a 5,0
07102022046,0 a 5,0
07102022060,0 a 5,15
07102031001,0 a 5,374
07102031002,0 a 5,389
07102032001,0 a 5,0
07102032025,0 a 5,5
07102032030,0 a 5,7
07102032038,0 a 5,19
07102032043,0 a 5,0
07102032045,0 a 5,65
07102032056,0 a 5,173
07102032060,0 a 5,11
07102041001,0 a 5,128
07102042007,0 a 5,28
07102042011,0 a 5,0
07102042016,0 a 5,0
07102042024,0 a 5,32
07102042036,0 a 5,12
07102042041,0 a 5,0
07102042047,0 a 5,17
07102042051,0 a 5,0
07102042901,0 a 5,23
07102052004,0 a 5,0
07102052009,0 a 5,0
07102052012,0 a 5,0
07102052014,0 a 5,4
07102052017,0 a 5,0
07102052032,0 a 5,0
07102052037,0 a 5,0
07102052042,0 a 5,0
07102052050,0 a 5,0
07102052901,0 a 5,0
07102062007,0 a 5,0
07102062010,0 a 5,0
07102062018,0 a 5,0
07102062026,0 a 5,0
07102062028,0 a 5,14
07102062029,0 a 5,0
07102062035,0 a 5,0
07102062040,0 a 5,6
07102062049,0 a 5,0
07102062053,0 a 5,20
07102062054,0 a 5,0
07102062057,0 a 5,0
07102062059,0 a 5,81
07102062901,0 a 5,5
07102071001,0 a 5,68
07102072006,0 a 5,0
07102072019,0 a 5,0
07102072027,0 a 5,18
07102072031,0 a 5,0
07102072048,0 a 5,0
07102072055,0 a 5,6
07102991999,0 a 5,0
07103011001,0 a 5,183
07103012015,0 a 5,0
07103012027,0 a 5,0
07103012035,0 a 5,0
07103012038,0 a 5,6
07103012042,0 a 5,13
07103012054,0 a 5,0
07103012901,0 a 5,0
07103022003,0 a 5,7
07103022008,0 a 5,0
07103022019,0 a 5,0
07103022020,0 a 5,0
07103022025,0 a 5,12
07103022049,0 a 5,0
07103022052,0 a 5,14
07103022901,0 a 5,0
07103032007,0 a 5,9
07103032012,0 a 5,8
07103032053,0 a 5,0
07103042010,0 a 5,0
07103042027,0 a 5,0
07103042028,0 a 5,0
07103042031,0 a 5,7
07103042032,0 a 5,0
07103042037,0 a 5,0
07103042043,0 a 5,0
07103042044,0 a 5,0
07103042047,0 a 5,0
07103042901,0 a 5,0
07103052005,0 a 5,0
07103052034,0 a 5,0
07103052051,0 a 5,0
07103052058,0 a 5,0
07103052064,0 a 5,0
07103062022,0 a 5,0
07103062901,0 a 5,0
07103072024,0 a 5,0
07103072050,0 a 5,0
07103072056,0 a 5,0
07103072062,0 a 5,0
07103072901,0 a 5,4
07103082011,0 a 5,0
07103082017,0 a 5,0
07103082041,0 a 5,7
07103082048,0 a 5,0
07103082059,0 a 5,0
07103082061,0 a 5,0
07103092004,0 a 5,0
07103092021,0 a 5,0
07103092055,0 a 5,4
07103092061,0 a 5,4
07103102026,0 a 5,69
07103102039,0 a 5,10
07103102063,0 a 5,0
07103102901,0 a 5,0
07103112013,0 a 5,0
07103112014,0 a 5,0
07103112016,0 a 5,0
07103112018,0 a 5,0
07103112021,0 a 5,0
07103112023,0 a 5,0
07103112036,0 a 5,0
07103112059,0 a 5,0
07103112060,0 a 5,0
07103112901,0 a 5,0
07103991999,0 a 5,0
07104011001,0 a 5,164
07104012008,0 a 5,0
07104012030,0 a 5,0
07104012031,0 a 5,0
07104012033,0 a 5,0
07104012901,0 a 5,0
07104021001,0 a 5,0
07104022001,0 a 5,0
07104022003,0 a 5,0
07104022007,0 a 5,9
07104022012,0 a 5,6
07104022013,0 a 5,0
07104022017,0 a 5,0
07104022020,0 a 5,0
07104022026,0 a 5,0
07104022901,0 a 5,0
07104032008,0 a 5,0
07104032014,0 a 5,0
07104032022,0 a 5,0
07104032023,0 a 5,0
07104032901,0 a 5,0
07104042002,0 a 5,0
07104042011,0 a 5,0
07104042015,0 a 5,0
07104042021,0 a 5,0
07104042025,0 a 5,0
07104042032,0 a 5,0
07104042901,0 a 5,0
07104052009,0 a 5,0
07104052901,0 a 5,0
07104991999,0 a 5,0
07105011001,0 a 5,321
07105012020,0 a 5,14
07105022020,0 a 5,43
07105022024,0 a 5,0
07105022901,0 a 5,0
07105032014,0 a 5,0
07105032021,0 a 5,4
07105032024,0 a 5,4
07105042001,0 a 5,7
07105042004,0 a 5,0
07105042005,0 a 5,206
07105042017,0 a 5,13
07105042018,0 a 5,11
07105042027,0 a 5,36
07105051001,0 a 5,50
07105051002,0 a 5,325
07105051003,0 a 5,138
07105051004,0 a 5,652
07105051005,0 a 5,207
07105051006,0 a 5,366
07105051007,0 a 5,315
07105051008,0 a 5,255
07105051009,0 a 5,379
07105051010,0 a 5,119
07105052005,0 a 5,4
07105052006,0 a 5,0
07105052027,0 a 5,67
07105052901,0 a 5,4
07105061001,0 a 5,98
07105062002,0 a 5,29
07105062003,0 a 5,29
07105062011,0 a 5,0
07105062012,0 a 5,4
07105062015,0 a 5,9
07105062019,0 a 5,15
07105072007,0 a 5,23
07105072008,0 a 5,0
07105072010,0 a 5,0
07105072025,0 a 5,0
07105072026,0 a 5,9
07105072901,0 a 5,0
07105081001,0 a 5,0
07105082002,0 a 5,0
07105082009,0 a 5,0
07105082013,0 a 5,11
07105082015,0 a 5,0
07105082016,0 a 5,21
07105082019,0 a 5,0
07105082022,0 a 5,36
07105082023,0 a 5,73
07105082028,0 a 5,4
07105082901,0 a 5,0
07105991999,0 a 5,0
07106011001,0 a 5,181
07106012002,0 a 5,0
07106012003,0 a 5,4
07106012004,0 a 5,0
07106012005,0 a 5,22
07106012006,0 a 5,13
07106012009,0 a 5,0
07106012013,0 a 5,13
07106012015,0 a 5,12
07106012017,0 a 5,25
07106012018,0 a 5,34
07106022009,0 a 5,103
07106022011,0 a 5,19
07106022019,0 a 5,115
07106032001,0 a 5,0
07106032007,0 a 5,0
07106032008,0 a 5,0
07106032010,0 a 5,15
07106032012,0 a 5,0
07106032016,0 a 5,4
07106032020,0 a 5,6
07106991999,0 a 5,0
07107011001,0 a 5,149
07107011002,0 a 5,65
07107012005,0 a 5,0
07107012011,0 a 5,0
07107012021,0 a 5,0
07107012024,0 a 5,4
07107012033,0 a 5,5
07107012034,0 a 5,0
07107012037,0 a 5,0
07107012901,0 a 5,0
07107022005,0 a 5,19
07107022006,0 a 5,0
07107022021,0 a 5,0
07107022038,0 a 5,0
07107022901,0 a 5,7
07107032002,0 a 5,0
07107032003,0 a 5,0
07107032006,0 a 5,0
07107032008,0 a 5,0
07107032009,0 a 5,0
07107032010,0 a 5,0
07107032014,0 a 5,0
07107032032,0 a 5,0
07107042007,0 a 5,0
07107042012,0 a 5,0
07107042040,0 a 5,0
07107042043,0 a 5,0
07107042045,0 a 5,4
07107042901,0 a 5,0
07107052001,0 a 5,8
07107052004,0 a 5,0
07107052022,0 a 5,0
07107052028,0 a 5,0
07107052029,0 a 5,4
07107052030,0 a 5,0
07107052039,0 a 5,0
07107052901,0 a 5,0
07107062002,0 a 5,17
07107062015,0 a 5,0
07107062017,0 a 5,0
07107062020,0 a 5,0
07107062023,0 a 5,0
07107062026,0 a 5,0
07107062044,0 a 5,0
07107062046,0 a 5,0
07107072013,0 a 5,0
07107072018,0 a 5,14
07107072025,0 a 5,5
07107072031,0 a 5,0
07107072047,0 a 5,0
07107072901,0 a 5,0
07107991999,0 a 5,0
07108011001,0 a 5,252
07108012003,0 a 5,0
07108012004,0 a 5,0
07108012007,0 a 5,6
07108012014,0 a 5,31
07108012015,0 a 5,0
07108012016,0 a 5,0
07108012021,0 a 5,0
07108012022,0 a 5,20
07108012028,0 a 5,0
07108012031,0 a 5,0
07108012032,0 a 5,23
07108012033,0 a 5,0
07108022005,0 a 5,22
07108022008,0 a 5,0
07108022010,0 a 5,0
07108022011,0 a 5,0
07108022012,0 a 5,0
07108022014,0 a 5,0
07108022017,0 a 5,16
07108022022,0 a 5,23
07108022030,0 a 5,5
07108022034,0 a 5,0
07108032002,0 a 5,82
07108032018,0 a 5,35
07108042001,0 a 5,27
07108042002,0 a 5,0
07108042009,0 a 5,0
07108042023,0 a 5,0
07108042026,0 a 5,0
07108042027,0 a 5,0
07108052024,0 a 5,0
07108052025,0 a 5,12
07108052026,0 a 5,0
07108052029,0 a 5,68
07108062006,0 a 5,0
07108062013,0 a 5,0
07108062019,0 a 5,0
07108062020,0 a 5,16
07108991999,0 a 5,12
07109011001,0 a 5,494
07109011002,0 a 5,309
07109011003,0 a 5,83
07109011004,0 a 5,304
07109011005,0 a 5,328
07109012013,0 a 5,5
07109012014,0 a 5,0
07109012023,0 a 5,0
07109012024,0 a 5,5
07109012039,0 a 5,0
07109012048,0 a 5,0
07109012049,0 a 5,0
07109012051,0 a 5,14
07109012901,0 a 5,0
07109021001,0 a 5,88
07109022002,0 a 5,66
07109022021,0 a 5,79
07109022053,0 a 5,10
07109022055,0 a 5,12
07109032002,0 a 5,10
07109032037,0 a 5,0
07109032045,0 a 5,26
07109032047,0 a 5,8
07109032054,0 a 5,40
07109042042,0 a 5,36
07109042050,0 a 5,21
07109042054,0 a 5,0
07109052003,0 a 5,12
07109052022,0 a 5,6
07109052044,0 a 5,15
07109062008,0 a 5,19
07109062025,0 a 5,0
07109062043,0 a 5,13
07109072020,0 a 5,0
07109072025,0 a 5,0
07109072027,0 a 5,4
07109072029,0 a 5,0
07109072032,0 a 5,38
07109072038,0 a 5,0
07109072901,0 a 5,0
07109082001,0 a 5,0
07109082010,0 a 5,13
07109082018,0 a 5,8
07109082019,0 a 5,0
07109082028,0 a 5,6
07109082031,0 a 5,0
07109082034,0 a 5,4
07109082040,0 a 5,0
07109082058,0 a 5,0
07109082059,0 a 5,4
07109082060,0 a 5,9
07109082901,0 a 5,0
07109092012,0 a 5,4
07109092026,0 a 5,0
07109092901,0 a 5,0
07109102007,0 a 5,24
07109102017,0 a 5,78
07109102041,0 a 5,25
07109111001,0 a 5,79
07109112035,0 a 5,35
07109112046,0 a 5,5
07109112901,0 a 5,0
07109121001,0 a 5,0
07109122006,0 a 5,5
07109122009,0 a 5,66
07109122015,0 a 5,0
07109122016,0 a 5,10
07109122049,0 a 5,50
07109122052,0 a 5,35
07109122055,0 a 5,0
07109122056,0 a 5,21
07109122901,0 a 5,0
07109132004,0 a 5,13
07109132011,0 a 5,32
07109132039,0 a 5,147
07109142004,0 a 5,0
07109142007,0 a 5,16
07109142011,0 a 5,44
07109142036,0 a 5,33
07109991999,0 a 5,0
07110011001,0 a 5,283
07110012001,0 a 5,60
07110012002,0 a 5,0
07110012004,0 a 5,4
07110012007,0 a 5,18
07110012009,0 a 5,4
07110012010,0 a 5,0
07110012013,0 a 5,19
07110012016,0 a 5,6
07110022003,0 a 5,0
07110022005,0 a 5,4
07110022006,0 a 5,0
07110022008,0 a 5,0
07110022011,0 a 5,18
07110022012,0 a 5,59
07110022013,0 a 5,8
07110022014,0 a 5,8
07110022015,0 a 5,0
07110022016,0 a 5,8
07110022017,0 a 5,9
07110022018,0 a 5,0
07110991999,0 a 5,0
07201011001,0 a 5,35
07201021001,0 a 5,113
07201031001,0 a 5,508
07201031002,0 a 5,129
07201041001,0 a 5,24
07201051001,0 a 5,117
07201052012,0 a 5,0
07201061001,0 a 5,281
07201061002,0 a 5,147
07201061003,0 a 5,168
07201062008,0 a 5,0
07201062032,0 a 5,0
07201062037,0 a 5,0
07201062041,0 a 5,0
07201062043,0 a 5,0
07201062063,0 a 5,0
07201062901,0 a 5,0
07201072005,0 a 5,0
07201072017,0 a 5,0
07201072025,0 a 5,0
07201072038,0 a 5,0
07201072052,0 a 5,9
07201072073,0 a 5,0
07201081001,0 a 5,28
07201082011,0 a 5,0
07201082020,0 a 5,8
07201082021,0 a 5,5
07201082026,0 a 5,0
07201082901,0 a 5,0
07201092004,0 a 5,0
07201092021,0 a 5,0
07201092024,0 a 5,5
07201092036,0 a 5,0
07201092049,0 a 5,0
07201092075,0 a 5,0
07201092901,0 a 5,0
07201102002,0 a 5,0
07201102004,0 a 5,0
07201102024,0 a 5,0
07201102033,0 a 5,0
07201102044,0 a 5,0
07201102048,0 a 5,0
07201102062,0 a 5,0
07201102069,0 a 5,0
07201102070,0 a 5,26
07201112010,0 a 5,15
07201112029,0 a 5,4
07201112056,0 a 5,26
07201112073,0 a 5,0
07201122001,0 a 5,0
07201122018,0 a 5,0
07201122022,0 a 5,0
07201122031,0 a 5,5
07201122035,0 a 5,0
07201122045,0 a 5,0
07201122053,0 a 5,0
07201122066,0 a 5,0
07201122901,0 a 5,0
07201132014,0 a 5,0
07201132016,0 a 5,0
07201132017,0 a 5,0
07201132023,0 a 5,0
07201132027,0 a 5,0
07201132038,0 a 5,0
07201132042,0 a 5,0
07201132053,0 a 5,0
07201132064,0 a 5,0
07201132074,0 a 5,0
07201132901,0 a 5,0
07201142009,0 a 5,0
07201142039,0 a 5,5
07201142055,0 a 5,5
07201142072,0 a 5,5
07201152013,0 a 5,20
07201152019,0 a 5,21
07201152050,0 a 5,0
07201152057,0 a 5,0
07201152059,0 a 5,0
07201161001,0 a 5,324
07201161002,0 a 5,164
07201162034,0 a 5,4
07201162051,0 a 5,7
07201162054,0 a 5,0
07201162058,0 a 5,0
07201162060,0 a 5,0
07201162061,0 a 5,0
07201162068,0 a 5,41
07201162071,0 a 5,0
07201171001,0 a 5,76
07201172003,0 a 5,0
07201172006,0 a 5,0
07201172020,0 a 5,0
07201172030,0 a 5,0
07201172036,0 a 5,0
07201172065,0 a 5,0
07201172075,0 a 5,0
07201172901,0 a 5,0
07201182015,0 a 5,6
07201182028,0 a 5,0
07201182033,0 a 5,0
07201182076,0 a 5,0
07201991999,0 a 5,29
07202011001,0 a 5,98
07202012005,0 a 5,0
07202012011,0 a 5,0
07202012026,0 a 5,0
07202012037,0 a 5,0
07202012901,0 a 5,0
07202022003,0 a 5,19
07202022026,0 a 5,14
07202022028,0 a 5,0
07202022031,0 a 5,9
07202022032,0 a 5,15
07202022034,0 a 5,0
07202022036,0 a 5,0
07202032009,0 a 5,0
07202032013,0 a 5,0
07202032019,0 a 5,47
07202032023,0 a 5,0
07202032027,0 a 5,4
07202032033,0 a 5,5
07202042001,0 a 5,9
07202042010,0 a 5,6
07202042016,0 a 5,0
07202042022,0 a 5,0
07202042035,0 a 5,0
07202042037,0 a 5,0
07202042038,0 a 5,0
07202042901,0 a 5,0
07202052008,0 a 5,16
07202052012,0 a 5,6
07202052014,0 a 5,28
07202052015,0 a 5,0
07202052018,0 a 5,0
07202052022,0 a 5,8
07202052024,0 a 5,4
07202052025,0 a 5,7
07202052029,0 a 5,0
07202052037,0 a 5,0
07202052901,0 a 5,0
07202061001,0 a 5,154
07202062006,0 a 5,0
07202062007,0 a 5,0
07202062017,0 a 5,9
07202062018,0 a 5,0
07202062020,0 a 5,4
07202062029,0 a 5,12
07202062030,0 a 5,5
07202991999,0 a 5,0
07203011001,0 a 5,122
07203011002,0 a 5,55
07203011003,0 a 5,5
07203012006,0 a 5,0
07203012008,0 a 5,0
07203012009,0 a 5,0
07203012011,0 a 5,0
07203012013,0 a 5,0
07203012014,0 a 5,6
07203012015,0 a 5,0
07203012017,0 a 5,0
07203012018,0 a 5,0
07203012021,0 a 5,0
07203012022,0 a 5,0
07203021001,0 a 5,46
07203022003,0 a 5,6
07203022004,0 a 5,0
07203022006,0 a 5,0
07203022007,0 a 5,0
07203022012,0 a 5,12
07203022016,0 a 5,11
07203022020,0 a 5,25
07203022024,0 a 5,0
07203032001,0 a 5,11
07203032002,0 a 5,25
07203032005,0 a 5,72
07203032010,0 a 5,0
07203032023,0 a 5,37
07203032025,0 a 5,0
07203032026,0 a 5,0
07203032027,0 a 5,0
07203991999,0 a 5,9
07301011001,0 a 5,10
07301011002,0 a 5,20
07301021001,0 a 5,74
07301021002,0 a 5,76
07301031001,0 a 5,170
07301031002,0 a 5,80
07301031003,0 a 5,168
07301031004,0 a 5,119
07301041001,0 a 5,61
07301041002,0 a 5,202
07301041003,0 a 5,118
07301041004,0 a 5,173
07301051001,0 a 5,155
07301051002,0 a 5,225
07301051003,0 a 5,188
07301051004,0 a 5,153
07301051005,0 a 5,267
07301051006,0 a 5,91
07301052004,0 a 5,0
07301052032,0 a 5,0
07301062013,0 a 5,0
07301062032,0 a 5,7
07301062033,0 a 5,23
07301062034,0 a 5,0
07301062901,0 a 5,0
07301071001,0 a 5,625
07301071002,0 a 5,144
07301071003,0 a 5,45
07301071004,0 a 5,75
07301071005,0 a 5,228
07301071006,0 a 5,373
07301072001,0 a 5,7
07301072008,0 a 5,0
07301072032,0 a 5,0
07301072901,0 a 5,0
07301082013,0 a 5,18
07301082022,0 a 5,65
07301082028,0 a 5,0
07301082030,0 a 5,0
07301082031,0 a 5,0
07301082901,0 a 5,0
07301091001,0 a 5,565
07301091002,0 a 5,163
07301092031,0 a 5,87
07301101001,0 a 5,270
07301101002,0 a 5,473
07301101003,0 a 5,209
07301101004,0 a 5,300
07301101005,0 a 5,330
07301101006,0 a 5,336
07301101007,0 a 5,138
07301102027,0 a 5,0
07301111001,0 a 5,87
07301111002,0 a 5,4
07301112009,0 a 5,80
07301112010,0 a 5,0
07301112011,0 a 5,15
07301112012,0 a 5,0
07301112014,0 a 5,72
07301112015,0 a 5,0
07301112020,0 a 5,54
07301112021,0 a 5,60
07301112023,0 a 5,9
07301112024,0 a 5,0
07301112037,0 a 5,10
07301121001,0 a 5,155
07301121002,0 a 5,10
07301122016,0 a 5,0
07301122017,0 a 5,7
07301122019,0 a 5,96
07301122023,0 a 5,39
07301122901,0 a 5,0
07301132003,0 a 5,77
07301142025,0 a 5,0
07301142035,0 a 5,0
07301152026,0 a 5,42
07301162005,0 a 5,0
07301162018,0 a 5,6
07301162026,0 a 5,0
07301162035,0 a 5,0
07301171001,0 a 5,170
07301172017,0 a 5,0
07301172023,0 a 5,26
07301181001,0 a 5,43
07301181002,0 a 5,163
07301181003,0 a 5,170
07301181004,0 a 5,87
07301181005,0 a 5,79
07301181006,0 a 5,149
07301991999,0 a 5,42
07302011001,0 a 5,175
07302011002,0 a 5,62
07302012001,0 a 5,0
07302012005,0 a 5,0
07302012007,0 a 5,0
07302012008,0 a 5,4
07302012014,0 a 5,0
07302012018,0 a 5,25
07302022003,0 a 5,0
07302022013,0 a 5,12
07302022017,0 a 5,0
07302022019,0 a 5,0
07302022020,0 a 5,0
07302022901,0 a 5,0
07302032002,0 a 5,0
07302032004,0 a 5,9
07302032006,0 a 5,0
07302032011,0 a 5,10
07302042009,0 a 5,57
07302042015,0 a 5,24
07302042016,0 a 5,13
07302042901,0 a 5,20
07302991999,0 a 5,0
07303011001,0 a 5,229
07303012004,0 a 5,0
07303012006,0 a 5,0
07303012007,0 a 5,5
07303012008,0 a 5,0
07303012011,0 a 5,6
07303012016,0 a 5,21
07303012901,0 a 5,0
07303022003,0 a 5,9
07303022012,0 a 5,13
07303022015,0 a 5,0
07303022017,0 a 5,0
07303022901,0 a 5,0
07303031001,0 a 5,66
07303032005,0 a 5,0
07303032901,0 a 5,0
07303991999,0 a 5,0
07304011001,0 a 5,64
07304021001,0 a 5,206
07304021002,0 a 5,212
07304021003,0 a 5,329
07304021005,0 a 5,260
07304022008,0 a 5,27
07304022019,0 a 5,11
07304022030,0 a 5,0
07304022031,0 a 5,0
07304022034,0 a 5,0
07304022037,0 a 5,0
07304022901,0 a 5,0
07304032019,0 a 5,51
07304032033,0 a 5,0
07304032036,0 a 5,0
07304041001,0 a 5,298
07304041002,0 a 5,242
07304041003,0 a 5,132
07304042007,0 a 5,0
07304042017,0 a 5,0
07304042026,0 a 5,0
07304042027,0 a 5,0
07304042032,0 a 5,0
07304042901,0 a 5,0
07304051001,0 a 5,358
07304052003,0 a 5,0
07304052006,0 a 5,13
07304052009,0 a 5,0
07304052031,0 a 5,6
07304052032,0 a 5,90
07304052038,0 a 5,0
07304052901,0 a 5,0
07304061001,0 a 5,252
07304062003,0 a 5,27
07304062004,0 a 5,14
07304062006,0 a 5,36
07304062008,0 a 5,11
07304062010,0 a 5,0
07304062012,0 a 5,25
07304062019,0 a 5,0
07304062021,0 a 5,10
07304062038,0 a 5,0
07304062901,0 a 5,0
07304072005,0 a 5,27
07304072020,0 a 5,0
07304072022,0 a 5,0
07304072025,0 a 5,0
07304072035,0 a 5,59
07304072038,0 a 5,34
07304072901,0 a 5,0
07304082002,0 a 5,0
07304082013,0 a 5,0
07304082016,0 a 5,24
07304082030,0 a 5,0
07304092001,0 a 5,0
07304092018,0 a 5,0
07304092023,0 a 5,0
07304102015,0 a 5,5
07304102029,0 a 5,0
07304102901,0 a 5,0
07304991999,0 a 5,11
07305011001,0 a 5,98
07305011002,0 a 5,205
07305012003,0 a 5,63
07305012005,0 a 5,83
07305012006,0 a 5,0
07305012008,0 a 5,18
07305012012,0 a 5,10
07305022011,0 a 5,0
07305022013,0 a 5,0
07305022014,0 a 5,10
07305022901,0 a 5,0
07305032002,0 a 5,14
07305032009,0 a 5,0
07305032010,0 a 5,31
07305042004,0 a 5,4
07305042007,0 a 5,4
07305042901,0 a 5,0
07305991999,0 a 5,0
07306011001,0 a 5,345
07306011002,0 a 5,143
07306012017,0 a 5,0
07306012023,0 a 5,38
07306012024,0 a 5,16
07306012026,0 a 5,72
07306012027,0 a 5,11
07306012029,0 a 5,18
07306012901,0 a 5,0
07306022001,0 a 5,0
07306022004,0 a 5,34
07306022010,0 a 5,69
07306022011,0 a 5,9
07306022012,0 a 5,7
07306022013,0 a 5,62
07306022014,0 a 5,94
07306022016,0 a 5,0
07306022027,0 a 5,0
07306032004,0 a 5,24
07306032005,0 a 5,5
07306032007,0 a 5,0
07306032013,0 a 5,0
07306032015,0 a 5,17
07306032020,0 a 5,13
07306032021,0 a 5,0
07306042006,0 a 5,0
07306042008,0 a 5,0
07306042019,0 a 5,0
07306042021,0 a 5,15
07306042901,0 a 5,0
07306052002,0 a 5,0
07306052007,0 a 5,4
07306052025,0 a 5,5
07306991999,0 a 5,0
07307011001,0 a 5,82
07307012017,0 a 5,26
07307022009,0 a 5,12
07307022018,0 a 5,0
07307022022,0 a 5,10
07307031001,0 a 5,93
07307032007,0 a 5,0
07307032009,0 a 5,31
07307032012,0 a 5,105
07307042001,0 a 5,0
07307042008,0 a 5,34
07307042016,0 a 5,33
07307042021,0 a 5,0
07307052003,0 a 5,0
07307052006,0 a 5,33
07307052901,0 a 5,0
07307062005,0 a 5,0
07307062011,0 a 5,0
07307062901,0 a 5,0
07307071001,0 a 5,119
07307072004,0 a 5,0
07307072010,0 a 5,0
07307072023,0 a 5,6
07307072901,0 a 5,0
07307082013,0 a 5,23
07307091001,0 a 5,0
07307092002,0 a 5,25
07307092013,0 a 5,21
07307092014,0 a 5,159
07307092015,0 a 5,0
07307092019,0 a 5,28
07307092020,0 a 5,0
07307991999,0 a 5,0
07308011001,0 a 5,292
07308011002,0 a 5,209
07308012005,0 a 5,6
07308012009,0 a 5,39
07308012013,0 a 5,0
07308012019,0 a 5,31
07308012025,0 a 5,0
07308012032,0 a 5,38
07308012036,0 a 5,0
07308012901,0 a 5,10
07308021001,0 a 5,0
07308022001,0 a 5,0
07308022011,0 a 5,55
07308022021,0 a 5,0
07308022025,0 a 5,0
07308022026,0 a 5,4
07308022033,0 a 5,13
07308022042,0 a 5,0
07308032001,0 a 5,80
07308032018,0 a 5,67
07308041001,0 a 5,22
07308042002,0 a 5,37
07308042008,0 a 5,25
07308042017,0 a 5,4
07308042029,0 a 5,0
07308042031,0 a 5,4
07308042036,0 a 5,9
07308042037,0 a 5,23
07308042038,0 a 5,19
07308042041,0 a 5,64
07308042043,0 a 5,4
07308052003,0 a 5,0
07308052008,0 a 5,21
07308052010,0 a 5,0
07308052012,0 a 5,0
07308052015,0 a 5,16
07308052020,0 a 5,34
